id,created_at,text,retweet_count
1121171897054576640,2019-04-24 21:59:45,I feel genuinely awful for all the people who are having to park a car within 5 blocks of Broadway for the next 5 d… https://t.co/SYe02BMwjV,0
1121083649552789505,2019-04-24 16:09:05,I’ve become part of the scooter 🛴 gang 😩🤦🏽‍♂️😂 rented one to ride up to the food trucks 😂 #scootergang @ Farragut S… https://t.co/Z0wYBKfaox,0
1121074480837738496,2019-04-24 15:32:39,"RT @david_fifita_: Just bought a scooter, needing to do my CBT ASAP. Any recommendations?? #asktwitter #scootergang",2
1121071509173411840,2019-04-24 15:20:50,"Just bought a scooter, needing to do my CBT ASAP. Any recommendations?? #asktwitter #scootergang",2
