id,created_at,text,retweet_count
1121167315846844416,2019-04-24 21:41:33,@Shineys_ @J_Ribs Scooter gang https://t.co/fVqE8StF6Z,0
1121141845147385857,2019-04-24 20:00:20,@noicesmorts YEET SCOOTER GANG,0
1121135881828458496,2019-04-24 19:36:38,where my scooter gang @ https://t.co/858Fo9TztG,0
1121083649552789505,2019-04-24 16:09:05,I’ve become part of the scooter 🛴 gang 😩🤦🏽‍♂️😂 rented one to ride up to the food trucks 😂 #scootergang @ Farragut S… https://t.co/Z0wYBKfaox,0
1121050689768235008,2019-04-24 13:58:07,RT @joinCOUP: Jealous of that eScooter gang that just drove by? 😭 Improve your scooter skills at COUP’s driving school on the 30th of April…,2
1121048354002219008,2019-04-24 13:48:50,Jealous of that eScooter gang that just drove by? 😭 Improve your scooter skills at COUP’s driving school on the 30t… https://t.co/QCPBHWXsCi,2
